name,ingredients_name,category
अमरुद की चटनी रेसिपी - Amrood Ki Chutney (Recipe In Hindi),"अमरुद, हरी मिर्च, मूंगफली , पार्सले, लहसुन, निम्बू का रस, गुड, तेल, नमक, काली उरद दाल (स्प्लिट), कढ़ी पत्ता ",Other
Nuvvula Pachadi Recipe - Nuvvula Pachadi (Recipe In Hindi),"Sesame seeds (white), red chilli powder, tamarind water, curd, lemon juice, salt, mustard seeds, asafoetida",Other
Andhra Style Alam Pachadi Recipe - Adrak Chutney (Recipe In Hindi),"Bengal gram dal, white urad dal, dried red chilli, coriander seeds, ginger, onion, tomato, salt, mustard seeds, asafoetida, oil, curry",Other
Homemade Apple Sauce Recipe,"Apples, Water, Sugar, Cinnamon Powder (Dalchini)",Other
Methi Paneer Bhurji Recipe - Methi Paneer Bhurji (Recipe In Hindi),"Tomato puree, garlic, onion, ginger, turmeric powder, garam masala powder, salt, red chili powder, oil, cumin seeds, cream, turmeric powder, onion, green chili, ginger, capsicum (green), tomato, fenugreek, kasuri methi, paneer, salt, red chili powder, oil, coriander leaves",Other
Navratan Korma Recipe – Navratan Korma (Recipe In Hindi),"Cashews, Almonds, Melon seeds, Onion, Tomatoes, Mixed Vegetables, Ginger Garlic Paste, Coconut Milk, Turmeric Powder, Red Chili Powder, Coriander Powder, Garam Masala Powder, Salt, Ghee, Pomegranate, Cashews, Raisins, Ghee",Other
Atar Payesh Recipe (Sitaphal Kheer),"Milk, Custard apple (Sitaphal), Heavy whipping cream, Cardamom Powder (Elaichi), Sugar",Other
Instant Rava Appam With Vegetables Recipe,"Sooji (Semolina/ Rava), Curd (Dahi / Yogurt), Water, Enos Fruit Salt, Carrot (Gajjar), Onion, Tomato, Green beans (French Beans), Coriander (Dhania) Leaves, Green Chillies, Salt, Oil",Other
Stuffed Matar & Gobi Paratha Recipe (Green Pea & Cauliflower Flat Bread),"Green peas (Matar), Cauliflower (gobi), Cumin seeds (Jeera), Garlic, Whole Wheat Flour, Salt, Red Chilli powder, Oil, Water",Other
Stuffed Arbi Paratha Recipe,"Colocasia root (Arbi), Green Chilli, Cumin powder (Jeera), Coriander Powder (Dhania), Red Chilli powder, Turmeric powder (Haldi), Garam masala powder, Amchur (Dry Mango Powder), Salt, Coriander (Dhania) Leaves, Whole Wheat Flour, Oil, Salt",Other
Karpooravalli Chutney Recipe (Tamil Nadu Chutney With Big Thyme),"Indian borage (Doddapatre), Fresh coconut, Tamarind, Dry Red Chillies, Asafoetida (hing), Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Salt, Oil",Other
Khatti Meethi Tinda Sabzi Recipe - Khatti Meethi Tinda Sabzi (Recipe In Hindi),"Tinda, mustard seeds, cumin seeds, coriander powder, cumin powder, red chili powder, turmeric powder, asafoetida, dry mango powder, jaggery, curry leaves, oil, coriander leaves, peanuts, salt",Other
Pumpkin Sabzi Recipe - Pumpkin Sabzi With Panch Phoron Masala (Recipe In Hindi),"Pumpkin, curry leaves, dried red chillies, panch phoron masala, turmeric powder, salt, mustard oil",Indian
Besan Capsicum Ki Sabzi Recipe - Besan Capsicum Ki Sabzi (Recipe In Hindi),"Oil, gram flour, onion, capsicum (red), capsicum (yellow), red chilli powder, turmeric powder, water, coriander leaves",Other
Egg Stuffed Paratha Recipe,"Whole Wheat Flour, Whole Eggs, Onion, Green Chillies, Coriander (Dhania) Leaves, Black pepper powder, Oil, Salt",Other
Aloo Methi Masala Recipe – Aloo Methi Masala (Recipe In Hindi),"Potato, Fenugreek, Onion, Tomato, Onion, Coconut, Byadagi Red Chillies, Whole Black Pepper, Poppy Seeds, Turmeric Powder, Cloves, Cinnamon, Oil, Coriander Leaves, Salt, Sugar, Water, Red Chili Powder, Turmeric Powder, Garam Masala Powder, Coriander Powder",Indian
केरला स्टाइल बैंगन करी रेसिपी - Kerala Style Eggplant Curry (Recipe In Hindi),"बैंगन, राइ, प्याज, हरी मिर्च, हल्दी पाउडर, धनिया पाउडर , सौंफ , मेथी के दाने, टमाटर, नारियल का दूध, नारियल का तेल , कढ़ी पत्ता , हरा धनिया",Indian
अरबी अजवाइन की सब्ज़ी - Roasted Colocasia Stir Fry With Ajwain (Recipe In Hindi) ,"अरबी, अजवाइन, प्याज, लहसुन, हल्दी पाउडर, लाल मिर्च पाउडर , कढ़ी पत्ता , हरा धनिया",Asian
Arbi Ajwain Ki Sabzi Recipe (Roasted Colocasia Stir Fry With Ajwain),"Colocasia root (Arbi), Ajwain (Carom seeds), Onion, Garlic, Turmeric powder (Haldi), Red Chilli powder, Curry leaves, Coriander (Dhania) Leaves",Asian
तुरई का थोरन रेसिपी - Snake Gourd Thoran (Recipe In Hindi),"तुरई, प्याज, हरी मिर्च, जीरा पाउडर , हल्दी पाउडर, तेल, राइ, नारियल, नमक, कढ़ी पत्ता ",Other
सांबर राइस रेसिपी - South Indian Sambar Rice (Recipe In Hindi),"घी, चना दाल, सफेद उरद दाल (split), धनिये के बीज, मेथी के दाने, राइ, सुखी लाल मिर्च , नारियल, चावल, मसूर दाल (स्प्लिट), आलू, हरा बीन्स, लौकी, प्याज, घी, तेल, राइ, जीरा, सुखी लाल मिर्च , हरी मिर्च, हींग, हल्दी पाउडर, इमली का पानी, गुड़, पानी , नमक, हरा धनिया",Other
Sukhi Aloo Sabzi Recipe - Sukhi Aloo Sabzi (Recipe In Hindi),"Potato, oil, mustard seeds, cumin seeds, turmeric powder, coriander powder, garam masala powder, dried mango powder, red chilli powder, salt, green coriander, oil",Other
Kadai Paneer Recipe - Kadai Paneer Recipe (Recipe In Hindi),"Paneer, onion, capsicum (green), ginger, garlic, tomatoes, cardamom powder, turmeric powder, cumin powder, red chili powder, black pepper powder, kasuri methi, oil, butter, salt",Other
Palak Raita Recipe (Spinach Yogurt Salad),"Curd (Dahi / Yogurt), Spinach Leaves (Palak), Red Chilli powder, Cumin powder (Jeera), Sugar, Whole Black Peppercorns, Salt, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves",Other
French Toast Jam Roll Ups Recipe,"Whole Wheat Brown Bread, Jam, Dessicated Coconut, Ghee",Other
Arbi Tomato Onion Sabzi Recipe - Arbi Tomato Onion Sabzi (Recipe In Hindi),"Arbi, Onion, Tomato, Ginger garlic paste, Asafoetida, Turmeric powder, Salt, Red chili powder, Garam masala powder, Green chili, Coriander powder, Dried red chili, Oil",Other
अदरक लहुसन टोफू करी रेसिपी - Ginger Garlic Tofu Curry (Recipe In Hindi),"टोफू, अदरक, लहसुन, गाजर, हरे प्याज, हरे प्याज के पत्ते, हरी मिर्च, नारियल का दूध, वेजिटेबल स्टॉक, हल्दी पाउडर, काली मिर्च पाउडर, गरम मसाला पाउडर , रेड चिल्ली सॉस, नमक, सोया सॉस, कॉर्न फ्लौर",Indian
Without a Recipe Guide,"All Purpose Flour (Maida), Ghee, Baking soda, Cloves (Laung), Pistachios, Khoya (Mawa), Sultana Raisins, Cashew nuts, Pistachios, Sugar, Water, Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Saffron strands",Other
Dhingri Matar Recipe – Dhingri Matar (Recipe In Hindi),"Button mushrooms, green peas, soya chunks, tomato puree, turmeric powder, garam masala powder, red chili powder, garlic, ginger, poppy seeds, cashew nuts, oil, salt, coriander leaves",Other
Kitkat Cake With Sponge Recipe (Eggless),"Whole Wheat Flour, Milk, Oil, Caster Sugar, Vanilla Extract, Cocoa Powder, Baking soda, Baking powder, Fresh cream, Dark chocolate, Kitkat Bars, M&M’s chocolate candies",Other
Gujarati Style Sev Tomato Sabzi Recipe - Sev Tamatar Ki Sabzi (Recipe In Hindi),"Tomato, ginger, turmeric powder, red chili powder, asafoetida, green chilies, mustard seeds, cumin seeds, jaggery, curry leaves, sev, oil, salt",Other
मस्टर्ड वेजिटेबल करी रेसिपी - Mustard Vegetable Curry (Recipe In Hindi),"तेल, जीरा, लहसुन, प्याज, लाल मिर्च पाउडर , हल्दी पाउडर, नारियल का दूध, वेजिटेबल स्टॉक, डीजोन मस्टर्ड, गाजर, हरा बीन्स, हरे मटर, आलू, नमक",Indian
Tandoori Paneer Tikka Masala Recipe – Tandoori Paneer Tikka Masala (Recipe In Hindi),"Paneer, coal, tomato puree, cream, mint, garlic, ginger, fennel, celery, saffron, cumin powder, coriander powder, chaat masala powder, garam masala powder, black pepper powder, red chili powder, black salt or rock salt, turmeric powder, salt, Salt",Indian
Kabuli Chana & Moongphali Salad Recipe,"Kabuli Chana (White Chickpeas), Boiled Peanuts, Onion, Tomato, Green Bell Pepper (Capsicum), Green Chilli, Coriander (Dhania) Leaves, Amchur (Dry Mango Powder), Red Chilli powder, Dry ginger powder, Salt, Lemon juice",Other
Apple Tea Latte Recipe,"Chamomile tea, Apple, Cinnamon Powder (Dalchini), Almond Milk (Badam Milk), Honey",Other
Besan Capsicum Sabzi Recipe,"Oil, Gram flour (besan), Onion, Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Red Chilli powder, Turmeric powder (Haldi), Water, Coriander (Dhania) Leaves",Other
Baingan Bharta Recipe – Baingan Bharta (Recipe In Hindi),"Brinjal, ginger, onion, tomato, green chilli, turmeric powder, garam masala powder, coriander powder, butter, red chilli powder, salt, oil, coriander leaves",Other
गाजर बीन्स पोरियल रेसिपी - Carrot and Beans Poriyal (Recipe In Hindi),"हरा बीन्स, गाजर, राइ, सफ़ेद उरद दाल, हींग, हल्दी पाउडर, कढ़ी पत्ता , तेल, नमक, नारियल",Other
Bihari Style Baingan Ka Chokha Recipe – Bihari Style Baingan Ka Chokha (Recipe In Hindi),"Brinjal, tomato, green chilli, onion, ginger, asafoetida, mustard oil, salt",Other
Kasuri Malai Murgh Tikka Recipe,"Chicken, Cauliflower (gobi), Curd (Dahi / Yogurt), Fresh cream, Cashew nuts, Kasuri Methi (Dried Fenugreek Leaves), Whole Black Peppercorns, Coriander Powder (Dhania), Red Chilli powder, Turmeric powder (Haldi), Salt, Oil, Ajwain (Carom seeds), Cardamom (Elaichi) Pods/Seeds, Black cardamom (Badi Elaichi), Cloves (Laung), Cinnamon Stick (Dalchini), Bay leaf (tej patta), Mace (Javitri), Onions, Garlic, Ginger",Other
Spring Onion and Peanut Raita Recipe ,"Curd (Dahi / Yogurt), Milk, Spring Onion Greens, Roasted Peanuts (Moongphali), Cumin powder (Jeera), Salt",Other
पनीर शाश्लीक रेसिपी - Paneer Shashlik (Recipe In Hindi),"पनीर, शिमला मिर्च (हरी), शिमला मिर्च (पिली), प्याज, टमाटर, हरा धनिया, तेल, अनारदाना, क्रीम, निम्बू का रस, दही, तेल, काली मिर्च पाउडर, नमक, जीरा पाउडर , गरम मसाला पाउडर , चाट मसाला पाउडर, लहसुन, अदरक, कॉर्न फ्लौर, तेल, निम्बू का रस, प्याज, पत्ता गोभी",Other
गोभी स्टू रेसिपी - Cauliflower Coconut Milk Stew (Recipe In Hindi),"गोभी, लहसुन, तेज पत्ता, इलाइची, पूरी काली मिर्च, लाल मिर्च पाउडर , हल्दी पाउडर, टमाटर प्यूरी, नारियल का दूध, नमक, हरा धनिया, तेल",Other
मूगा गाथि रेसिपी - Mooga Gathi (Recipe In Hindi),"स्प्राउट्स, नारियल, पूरी काली मिर्च, सुखी लाल मिर्च , धनिया के बीज, हल्दी पाउडर, इमली का पेस्ट, राइ, कढ़ी पत्ता , हींग, गुड़, तेल",Other
Masala Jowar Methi Roti Recipe,"Jowar Flour (Sorghum), Whole Wheat Flour, Methi Leaves (Fenugreek Leaves), Red Chilli powder, Turmeric powder (Haldi), Lukewarm Water, Salt, Oil",Indian
Pacha Payir Kulambu Recipe (South Indian Style Green Gram Curry),"Green Moong Dal (Whole), Onion, Tomato, Green Chillies, Dry Red Chillies, Asafoetida (hing), Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Sambar Powder, Salt, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Oil",Indian
Traditional Mathri Recipe - North Indian Savoury Cracker Recipe,"Vivatta Maida, Ghee, Salt, Ajwain (Carom seeds), Whole Black Peppercorns, Water, Oil",Other
Saunf Wali Hari Gobi Sabzi Recipe (Recipe in Hindi),"Cabbage, fennel, ginger, tomato, bay leaf, green chutney, curd, turmeric powder, coriander powder, salt, red chilli powder, oil",Other
Hariyali Paneer Tikka Masala Gravy Recipe – Hariyali Paneer Tikka Masala Gravy (Recipe In Hindi),"Paneer, fennel, green chillies, coriander leaves, mint, tomatoes, ginger, cinnamon, cardamom, garam masala powder, bay leaves, chaat masala powder, cream, salt, butter",Indian
Coffee Raisin Cake With Sugar Glaze Recipe,"Butter (Unsalted), Sugar, Vivatta Maida, Baking powder, Salt, Milk, Whole Eggs, Instant Coffee Powder, Butter (Unsalted), All Purpose Flour (Maida), Brown Sugar (Demerara Sugar), Instant Coffee Powder, Sultana Raisins, Sugar, Water",Other
Spinach Egg Muffins Recipe,"Whole Eggs, Onion, Spinach Leaves (Palak), Salt, Black pepper powder, Tomato, Garlic, Oil",Other
Black Forest Cupcake Recipe,"Vivatta Maida, Sugar, Cocoa Powder, Butter (Salted), Milk, Whole Eggs, Baking powder, Baking soda, Pitted Cherries, Vanilla Extract, Britannia Cream Cheese, Sour cream, Icing Sugar, Fresh Cherries, Britannia Cream Cheese, Chocolate Bar",Other
Bitter Gourd Poriyal Recipe - Pavakkai Poriyal Recipe (Recipe In Hindi),"Bitter gourd, mustard seeds, cumin seeds, turmeric powder, asafoetida, red chilli powder, coriander powder, cumin powder, dried mango powder, curry leaves, jaggery, peanuts, oil, coriander leaves, salt",Other
Thinai Thakkali Sadam Recipe (Foxtail Millet Tomato Rice),"Foxtail Millet, Onions, Tomatoes, Garlic, Ginger, Green Chillies, Fennel seeds (Saunf), Kashmiri Red Chilli Powder, Turmeric powder (Haldi), Mustard seeds (Rai/ Kadugu), Curry leaves, Oil, Salt",Other
Lemon 7 Up Cake Recipe,"Butter (Salted), Sugar, Whole Egg, All Purpose Flour (Maida), Lemon zest, Seven up, Lemon glaze, Sugar, Lemon juice",Other
Snow Drop Cookies Recipe,"Butter (Salted), Sesame seeds (Til seeds), Vivatta Maida, Baking powder, Dates, Sugar, Salt",Other
Konkani Style Mooga Ghushi Recipe - Konkani Style Mooga Ghushi (Recipe In Hindi),"Green moong dal, coconut, dried red chillies, tamarind paste, coconut oil, mustard seeds, curry leaves, salt",Other
Palak Makhana Recipe – Spinach Makhana (Recipe in Hindi),"Spinach, tomatoes, makhana, cumin seeds, garam masala powder, red chili powder, turmeric powder, cinnamon, milk, ghee, salt",Other
बेबी कॉर्न और शिमला मिर्च मसाला रेसिपी - Baby Corn Capsicum Masala (Recipe In Hindi),"बेबी कॉर्न, शिमला मिर्च (हरी), प्याज, अदरक, लहसुन, हरी मिर्च, टमाटर, जीरा, सौंफ , हल्दी पाउडर, धनिया पाउडर , इलाइची पाउडर , लाल मिर्च पाउडर , नमक, हरा धनिया, तेल",Indian
Veggie Pearl Millet Tart Recipe,"Whole Wheat Flour, Bajra Flour ( Pearl Millet), Baking powder, Sugar, Butter (Salted), Oil, Chilled water, Salt, Paneer (Homemade Cottage Cheese), Spinach, Red Yellow and Green Bell Peppers (Capsicum), Britannia Cream Cheese, Dried oregano, Black pepper powder, Mozzarella cheese, Red Chilli flakes",Other
Roti Recipe,"Whole Wheat Flour, Cardamom Powder (Elaichi), Nutmeg powder, Milk, Saffron strands, Salt, Oil, Ghee",Other
Rajasthani Style Safed Maas Recipe ,"Mutton, Bay leaf (tej patta), Cinnamon Stick (Dalchini), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Dry Red Chilli, Ginger Garlic Paste, Milk, Curd (Dahi / Yogurt), Salt, Whole Almonds (Badam), Cashew nuts, Onions",Other
Whole Wheat Black Forest Cake In A Jar Recipe (Eggless),"Butter (Salted), Curd (Dahi / Yogurt), Milk, Whole Wheat Flour, Caster Sugar, Baking powder, Baking soda, Cocoa Powder, Chocolate chips, Water, Strawberries, Sugar, Heavy whipping cream, Caster Sugar, Vanilla Extract, Strawberries, Chocolate chips",Other
Horlicks Cookies Recipe,"Butter (Salted), Vivatta Maida, Sugar, Horlicks",Other
Chewy Pumpkin Seed Chikki Recipe,"Pumpkin seeds, Jaggery, Cardamom Powder (Elaichi), Fresh coconut",Other
Classic Apple Pie Recipe (Stars in the Galaxy),"Vivatta Maida, Butter (Salted), Sugar, Water, Apples, Cinnamon Powder (Dalchini), Nutmeg powder, Lemon, Brown Sugar (Demerara Sugar), Sugar, Mint Leaves (Pudina)",Other
Cheese Tarts Recipe,"Vivatta Maida, Butter (Salted), Icing Sugar, Whole Eggs, Vanilla Extract, Salt, Milk Powder, Britannia Cream Cheese, Mozzarella cheese, Sugar, Vanilla Extract, Lemon juice, Whole Egg, Milk, Corn flour, Salt, Butter (Salted), Egg yolks",Other
Irish Barm Brack Recipe,"Vivatta Maida, Dry Fruits, Baking powder, Tea, Whiskey, Brown Sugar (Demerara Sugar), Whole Egg, All spice powder",Other
Chettinad Sweet Paniyaram Recipe,"Idli Dosa Batter, Rice rava, Jaggery, Fresh coconut, Cardamom Powder (Elaichi), Salt, Water, Oil",Other
Carrot Pistachio Coconut Cake Recipe,"Carrots (Gajjar), Whole Eggs, Oil, Sugar, Vanilla Extract, Vivatta Maida, Baking soda, Baking powder, Salt, Pistachios, Cinnamon Powder (Dalchini), Fresh coconut",Other
Jodhpuri Kabuli Recipe,"Rice, Cloves (Laung), Lemon juice, Ghee, Fennel seeds (Saunf), Cumin seeds (Jeera), Black cardamom (Badi Elaichi), Cardamom (Elaichi) Pods/Seeds, Whole Black Peppercorns, Onion, Cauliflower (gobi), Potato (Aloo), Green peas (Matar), Whole Wheat Brown Bread, Curd (Dahi / Yogurt), Fresh Pomegranate Fruit Kernels, Turmeric powder (Haldi), Red Chilli powder, Cashew nuts, Sultana Raisins, Ghee",Other
Healthy Lemon Cupcakes Recipe (Eggless),"Whole Wheat Flour, Water, Caster Sugar, Lemon juice, Oil, Turmeric powder (Haldi), Baking powder, Baking soda, Sultana Raisins",Other
Buckwheat Apple Cinnamon Loaf Cake Recipe,"Buckwheat Flour (Kuttu Ka Atta), Corn flour, Brown Sugar (Demerara Sugar), Apple, Baking powder, Cinnamon Powder (Dalchini), Vanilla Extract, Butter (Salted), Icing Sugar, Milk",Other
Amritsari Ajwaini Paneer Recipe – Amritsari Ajwaini Paneer (Recipe In Hindi),"Paneer, tomato puree, onion, garlic, green chilies, ginger, cashews, cloves, celery, garam masala powder, turmeric powder, coriander powder, red chili powder, sugar, salt, oil, green coriander",Other
Lauki Chana Dal Recipe (Recipe In Hindi),"Bottle gourd, gram dal, cumin, bay leaf, ginger, tomato, coriander powder, turmeric powder, red chilli powder, sugar, green coriander, oil, cumin, dry red chilli, salt",Indian
Aloo Dum - Aloo Dum (Recipe In Hindi),"Potato, turmeric powder, cardamom, cinnamon, cloves, bay leaves, tomatoes, curd, garam masala powder, red chilli, coriander powder, sugar, salt, oil, coriander leaves, onion, ginger, garlic, green chilli",Other
Batata Nu Shaak Recipe – Batata Nu Shaak (Recipe In Hindi),"Potato, ginger, tomato puree, cumin, mustard, turmeric powder, asafoetida, red chilli powder, coriander powder, oil, green coriander, black salt or rock salt, salt, Black Salt (Kala Namak), Salt",Other
Lauki Tamatar Ki Sabzi Recipe (Recipe In Hindi),"Bottle gourd, onion, garlic, tomato, cumin seeds, turmeric powder, red chilli powder, curry leaves, green coriander, oil, salt",Other
Aloo Baingan Ki Sabzi Recipe - Aloo Baingan Ki Sabzi (Recipe In Hindi),"Brinjal, potatoes, kalonji seeds, ginger, cumin seeds, tomato puree, turmeric powder, asafoetida, red chili powder, coriander powder, garam masala powder, sugar, coriander leaves, oil, salt",Other
Matar Paneer Recipe – Matar Paneer (Recipe In Hindi),"Paneer, green peas, tomato puree, onion, ginger, garlic, turmeric powder, cumin powder, garam masala powder, red chili powder, oil, salt, coriander leaves",Other
Kerala Avial Recipe – Kerala Avial (Recipe In Hindi),"Ash gourd, Drumstick, Carrot, Green beans, Raw banana, Potato, Yam, Coconut, Green chilly, Curry leaves, Cumin seeds, Coconut oil, Salt",Other
Palak Paneer Recipe – Palak Paneer (Recipe In Hindi),"Paneer, Spinach, Tomato, Garlic, Ginger, Green Chillies, Cumin Seeds, Cinnamon Powder, Cumin Powder, Turmeric Powder, Garam Masala Powder, Cream, Butter, Salt",Other
Healthy Methi Matar Malai Recipe - Methi Matar Malai (Recipe In Hindi),"Fenugreek, Green peas, Salt, Cumin seeds, Tomatoes, Hung curd, Sugar, Garam masala powder, Turmeric powder, Black pepper powder, Onion, Green chillies, Garlic, Ginger, Almonds, Poppy seeds",Other
Saag Tofu Recipe – Saag Tofu (Recipe In Hindi),"Tofu, spinach, mustard seeds, ginger, green chillies, tomato puree, garlic, cumin seeds, asafoetida, turmeric powder, garam masala powder, salt, corn flour, dry red chillies, oil, ghee, water",Other
Paneer Kalimirch Recipe - Paneer Kalimirch (Recipe In Hindi),"Paneer, Cream, Milk, Turmeric Powder, Garam Masala Powder, Whole Black Pepper, Salt, Oil, Onion, Cashews, Garlic, Ginger, Garlic, Oil, Black Pepper Powder",Other
लहसुनि छोले और पालक करी रेसिपी - Garlic Chickpeas And Spinach Curry (Recipe In Hindi),"काबुली चना या छोला, पालक, प्याज, टमाटर, लहसुन, ओलिव का तेल, जीरा पाउडर , पैपरिका पाउडर, हल्दी पाउडर, गरम मसाला पाउडर , नमक",Indian
South Indian Style Vegetable Kurma Recipe - Vegetable Kurma (Recipe In Hindi),"Vegetables, onion, tomato, green chilli, red chilli powder, coriander powder, turmeric powder, black pepper powder, salt, cinnamon, cardamom, cloves, ginger garlic paste, coconut, poppy seeds, cashew nuts, oil, salt, coriander leaves",Other
Puli Keerai Recipe – Puli Keerai (Recipe In Hindi),"Tamarind, spinach, sugar, green chillies, salt, oil, mustard seeds, gram dal, curry leaves, dried red chillies",Other
Lauki Yakhini Recipe – Lauki Yakhini (Recipe In Hindi),"Bottle gourd, cinnamon, cardamom, cloves, celery, ginger powder, fennel powder, asafoetida, curd, mustard oil, salt",Other
Cabbage Besan Fry Recipe – Cabbage Besan Fry (Recipe In Hindi),"Cabbage, gram flour, ginger garlic paste, red chili powder, green coriander, salt, oil, water",Other
Bengali Phool Gobhir Paturi Recipe – Bengali Phool Gobhir Paturi (Recipe In Hindi),"आलू, गोभी, जीरा, खस खस, हल्दी पाउडर, हरी मिर्च, तेल, नमक",Other
चेटिनाड बीन्स और गोभी पोरियल रेसिपी - Chettinad Beans & Cauliflower Poriyal (Recipe In Hindi),"गोभी, हरा बीन्स, राइ, सफ़ेद उरद दाल, कढ़ी पत्ता , लाल मिर्च पाउडर , हल्दी पाउडर, नमक, तिल का तेल",Other
Thumbprint Salted Caramel Chocolate Cookies Recipe,"Vivatta Maida, Cocoa Powder, Baking soda, Salt, Butter (Unsalted), Brown Sugar (Demerara Sugar), Whole Egg, Vanilla Extract, Chocolate chips, Salt, Condensed Milk",Other
शिमला मिर्च की सब्ज़ी रेसिपी - No Onion No Garlic Sweet Pepper Sabji (Recipe In Hindi),"शिमला मिर्च (पिली), शिमला मिर्च (लाल), मूंगफली पाउडर, तिल का पाउडर, गोडा मसाला, लाल मिर्च पाउडर , हल्दी पाउडर, हींग, इमली का पेस्ट, गुड़, तेल, राइ, जीरा, हरा धनिया",Other
पनीर भुर्जी ग्रेवी रेसिपी - Paneer Bhurji Gravy (Recipe In Hindi),"तेल, जीरा, राइ, हींग, तेज पत्ता, सुखी लाल मिर्च , लॉन्ग, बड़ी इलाइची, इलाइची, प्याज, अदरक, लहसुन, टमाटर प्यूरी, टमाटर, हरे मटर, पनीर, हरा धनिया, लाल मिर्च पाउडर , हल्दी पाउडर, स्टार अनीस, धनिया पाउडर , गरम मसाला पाउडर , नमक, पानी ",Other
पापड़ एर डालना रेसिपी - Bengali Style Papad Curry (Recipe In Hindi),"पापड़, आलू, टमाटर, अदरक, तेज पत्ता, सुखी लाल मिर्च , जीरा, जीरा पाउडर , हल्दी पाउडर, लाल मिर्च पाउडर , शक्कर, गरम मसाला पाउडर , नमक, तेल, घी",Indian
Cucumber Mor Kuzhambu Recipe - Cucumber Mor Kuzhambu (Recipe In Hindi),"Cucumber, coconut, ginger, mustard seeds, green chillies, turmeric powder, coriander leaves, hung curd, salt",Other
Turkish Baklava Recipe From Scratch,"Vivatta Maida, Salt, Lemon juice, Extra Virgin Olive Oil, Lukewarm Water, Corn flour, Vivatta Maida, Pistachios, Whole Almonds (Badam), Cashew nuts, Cinnamon Powder (Dalchini), Butter (Unsalted), Sugar, Water, Honey, Cinnamon Stick (Dalchini), Cloves (Laung), Cinnamon Powder (Dalchini), Nutmeg powder, Lemon juice, Lemon zest",Other
Moong Dal Methi Ki Sabzi Recipe - Moong Dal Methi Ki Sabzi (Recipe In Hindi),"Green moong dal, fenugreek, tomato, onion, green chilli, cumin seeds, ginger, cumin seeds, turmeric powder, coriander powder, cumin powder, asafoetida, oil, water",Indian
Bajra Matar Ki Khichdi Recipe – Bajra Matar Ki Khichdi (Recipe In Hindi),"Bajra flour, yellow moong dal, oil, mustard seeds, cumin seeds, asafoetida, onion, tomato, potato, carrot, green peas, red chilli powder, ginger garlic paste, coriander powder, garam masala powder, turmeric powder, salt, coriander leaves, lemon juice",Other
Tomato Upma Recipe – Tomato Upma (Recipe In Hindi),"Semolina, tomatoes, onions, green chillies, ghee, mustard seeds, dried red chillies, curry leaves, asafoetida, salt, water, red chilli powder, turmeric powder, lemon juice, green coriander",Other
Idli Upma Recipe – Idli Upma (Recipe In Hindi),"Idli, small onions, green chillies, ginger, turmeric powder, mustard seeds, white urad dal, curry leaves, olive oil, coriander leaves, salt",Other
Broccoli Chocolate Muffins Recipe,"Broccoli, Cocoa Powder, Vivatta Maida, Baking powder, Caster Sugar, Whole Eggs, Milk, Oil, Whole Almonds (Badam)",Other
Besan Aur Pyaz Ka Cheela Recipe – Besan Aur Pyaz Ka Cheela (Recipe In Hindi),"Gram flour, onion, fennel, green coriander, salt, olive oil, green chillies, Onions, Green Chutney (Coriander & Mint)",Other
चकुंदर और टमाटर की चटनी रेसिपी - Beetroot & Tomato Chutney (Recipe In Hindi),"चकुंदर, हरा धनिया, टमाटर, हरी मिर्च, निम्बू का रस, पानी , नमक",Other
कोल्लु थोगयल - Horsegram Chutney (Recipe In Hindi),"कुलीथ दाल, चना दाल, काली उरद दाल, नारियल, सुखी लाल मिर्च , तेल, राइ, कढ़ी पत्ता , हींग, हल्दी पाउडर, नमक, पानी ",Other
Orange Marmalade Tea Cake Recipe,"All Purpose Flour (Maida), Whole Wheat Flour, Almond Meal (Badam Powder), Salt, Baking powder, Baking soda, Extra Virgin Olive Oil, Fresh orange juice, Whole Eggs, Orange marmalade jam, Caster Sugar, Buttermilk, Orange marmalade jam",Other
Oats Carrot Cake Cookies Recipe,"Instant Oats (Oatmeal), Whole Wheat Flour, Cinnamon Powder (Dalchini), Baking powder, Sea salt, Walnuts, Sultana Raisins, Ginger, Carrot (Gajjar), Whole Egg, Honey, Coconut Oil",Other
Ulundhu Kali Recipe (Urad Dal Sweet),"White Urad Dal (Split), Methi Seeds (Fenugreek Seeds), Cardamom (Elaichi) Pods/Seeds, Dry ginger powder, Palm jaggery, Water, Salt, Gingelly oil",Indian
Dark Chocolate Cherry Cake Recipe,"Whole Wheat Flour, Instant Oats (Oatmeal), Sugar, Cocoa Powder, Dark chocolate, Fresh Cherries, Whole Eggs, Oil, Hot water, Milk, Vanilla Extract, Baking powder, Salt",Other
